Trust	property	No
Trust	belongings	No
Trust	holding	No
Trust	certainty	No
Trust	trait	No
Trust	consortium	Yes
Trust	pool	No
Trust	syndicate	Yes
Trust	belief	No
Trust	friendship	No
Trust	friendly_relationship	No
Trust	believe	No
Trust	permit	No
Trust	allow	No
Trust	let	No
Trust	countenance	No
Trust	expect	No
Trust	anticipate	No
Trust	wish	No
Trust	pass	No
Trust	hand	No
Trust	reach	No
Trust	pass_on	No
Trust	turn_over	No
Trust	give	No
Trust	lend	No
Trust	loan	No
Printer	skilled_worker	No
Printer	trained_worker	No
Printer	skilled_workman	No
Printer	peripheral	No
Printer	computer_peripheral	Yes
Printer	peripheral_device	Yes
Printer	printer	Yes
Printer	printing_machine	Yes
Printer	machine	Yes
Heat	energy	No
Heat	free_energy	No
Heat	temperature	No
Heat	temperature	No
Heat	emotionality	No
Heat	emotionalism	No
Heat	physical_condition	Yes
Heat	physiological_state	Yes
Heat	physiological_condition	Yes
Heat	race	No
Heat	utility	No
Heat	change	No
Heat	alter	No
Heat	modify	No
Heat	supply	No
Heat	provide	No
Heat	render	No
Heat	furnish	No
Heat	arouse	No
Heat	elicit	No
Heat	enkindle	No
Heat	kindle	No
Heat	evoke	No
Heat	fire	No
Heat	raise	No
Heat	provoke	No
Heat	change_state	No
Heat	turn	No
Prevention	hindrance	No
Prevention	hinderance	No
Prevention	interference	Yes
Switch	control	Yes
Switch	controller	Yes
Switch	variation	No
Switch	fluctuation	No
Switch	hairpiece	No
Switch	false_hair	No
Switch	postiche	No
Switch	railroad_track	No
Switch	railroad	No
Switch	railway	No
Switch	instrument_of_punishment	No
Switch	basketball_play	No
Switch	change	No
Switch	change_by_reversal	No
Switch	turn	No
Switch	reverse	No
Switch	exchange	No
Switch	change	No
Switch	interchange	No
Switch	change	No
Switch	alter	No
Switch	modify	No
Switch	engage	No
Switch	mesh	No
Switch	lock	Yes
Switch	operate	No
Switch	flog	No
Switch	welt	No
Switch	whip	No
Switch	lather	No
Switch	lash	No
Switch	slash	No
Switch	strap	No
Switch	trounce	No
Switch	change_by_reversal	No
Switch	turn	No
Switch	reverse	No
Spoofing	mock	Yes
Password	positive_identification	Yes
Password	secret	Yes
Password	arcanum	No
Firewall	drive	No
Firewall	thrust	No
Firewall	driving_force	No
Firewall	security_system	Yes
Firewall	wall	Yes
Standard	system_of_measurement	No
Standard	metric	No
Standard	ideal	No
Standard	volume_unit	No
Standard	capacity_unit	No
Standard	capacity_measure	No
Standard	cubage_unit	No
Standard	cubic_measure	No
Standard	cubic_content_unit	No
Standard	displacement_unit	No
Standard	cubature_unit	No
Standard	value	No
Standard	post	No
Standard	flag	Yes
Countermeasure	measure	Yes
Countermeasure	step	Yes
Cryptography	science	Yes
Cryptography	scientific_discipline	Yes
Cryptography	writing	No
Cryptography	committal_to_writing	No
OS	software	Yes
OS	orifice	No
OS	opening	No
OS	porta	No
OS	metallic_element	No
OS	metal	No
OS	software	Yes
OS	software_program	Yes
OS	computer_software	Yes
OS	software_system	Yes
OS	software_package	Yes
OS	package	Yes
OS	eye	No
OS	oculus	No
OS	optic	No
OS	connective_tissue	No
OS	chemical_element	No
OS	element	No
OS	gas	No
OS	letter	No
OS	letter_of_the_alphabet	No
OS	alphabetic_character	No
OS	blood_group	No
OS	blood_type	No
Masquerading	CONFIG_IP_NF_FTP	Yes
Masquerading	disguise	Yes
Masquerading	mask	No
Masquerading	pose	No
Masquerading	impersonate	No
Masquerading	personate	No
System	instrumentality	Yes
System	instrumentation	Yes
System	group	Yes
System	grouping	No
System	matter	Yes
System	method	No
System	structure	No
System	body_part	No
System	plan_of_action	Yes
System	live_body	No
System	orderliness	No
System	methodicalness	No
Model	hypothesis	No
Model	possibility	No
Model	theory	No
Model	kind	No
Model	sort	No
Model	form	No
Model	variety	No
Model	assistant	No
Model	helper	No
Model	help	No
Model	supporter	No
Model	representation	Yes
Model	ideal	No
Model	leader	No
Model	mental_representation	Yes
Model	internal_representation	Yes
Model	assistant	No
Model	helper	No
Model	help	No
Model	supporter	No
Model	imitate	No
Model	copy	No
Model	simulate	Yes
Model	shape	No
Model	form	No
Model	work	No
Model	mold	No
Model	mould	No
Model	forge	No
Model	display	No
Model	expose	No
Model	exhibit	No
Model	display	No
Model	re-create	No
Model	represent	No
Model	interpret	No
Site	tract	No
Site	piece_of_land	No
Site	piece_of_ground	No
Site	parcel_of_land	No
Site	parcel	No
Site	position	No
Site	place	No
Site	computer	Yes
Site	computing_machine	Yes
Site	computing_device	Yes
Site	data_processor	Yes
Site	electronic_computer	Yes
Site	information_processing_system	Yes
Site	station	No
Site	post	No
Site	send	No
Site	place	No
Voice	sound	Yes
Voice	communication	Yes
Voice	expression	Yes
Voice	verbal_expression	Yes
Voice	verbalism	No
Voice	means	No
Voice	agency	Yes
Voice	way	No
Voice	singer	No
Voice	vocalist	No
Voice	vocalizer	No
Voice	vocaliser	No
Voice	advocate	No
Voice	advocator	No
Voice	proponent	No
Voice	exponent	No
Voice	physical_ability	No
Voice	grammatical_relation	No
Voice	tune	No
Voice	melody	No
Voice	air	No
Voice	strain	No
Voice	melodic_line	No
Voice	line	No
