Iris	iridaceous_plant	No
Host	information_processing_system	Yes
Host	being	No
Heap	assemblage	Yes
Voice	line	No
Detection	reception	Yes
Deflection	movement	No
OS	connective_tissue	No
Voice	expression	Yes
Process	writ	No
Printer	printer	Yes
Model	ideal	No
Process	knowledge	No
Threat	danger	Yes
Process	physical_entity	Yes
Model	interpret	No
Process	body_part	No
Trust	pass_on	No
Heat	elicit	No
Network	cloth	No
Process	noesis	Yes
OS	orifice	No
Trust	property	No
Model	expose	No
Workstation	digital_computer	Yes
Switch	strap	No
Standard	capacity_unit	No
System	matter	Yes
Model	internal_representation	Yes
Password	arcanum	No
OS	software_system	Yes
Tablet	bar	No
Voice	proponent	No
System	structure	No
Host	ground_forces	No
Voice	articulate	No
Voice	grammatical_relation	No
Heap	arrange	No
OS	optic	No
Heap	set_up	No
Trust	hand	No
Host	receiver	No
Trust	expect	No
Heat	kindle	No
Site	piece_of_ground	No
Heap	aggregation	Yes
Heat	emotionalism	No
Voice	agency	Yes
Voice	verbalism	No
System	methodicalness	No
Voice	exponent	No
System	body_part	No
Process	reckon	No
Prevention	interference	Yes
Host	regular_army	No
Heat	arouse	No
Voice	singer	No
Voice	melody	No
Switch	modify	No
Trust	lend	No
System	orderliness	No
Host	staff_of_life	No
Threat	warning	Yes
Threat	individual	No
Voice	tune	No
Switch	welt	No
Network	communicate	No
Network	textile	No
OS	gas	No
Process	cognition	No
Network	communication_system	Yes
Model	simulate	Yes
Threat	somebody	No
Process	deal	No
OS	metallic_element	No
Heat	change_state	No
Correctness	propriety	No
Switch	slash	No
Sender	Hostname	Yes
Trust	friendly_relationship	No
Masquerading	pose	No
Voice	communication	Yes
Masquerading	mask	No
OS	chemical_element	No
Voice	pronounce	No
Site	information_processing_system	Yes
Voice	advocator	No
Heap	large_indefinite_quantity	No
Server	restaurant_attendant	No
Correctness	properness	No
Trust	believe	No
Masquerading	personate	No
Heap	motorcar	No
Trust	reach	No
Host	computer	Yes
Correctness	correctitude	Yes
Site	station	No
Server	data_processor	Yes
Iris	tissue_layer	No
Heat	render	No
Heap	fill_up	No
Host	computing_machine	Yes
Computer	machine	Yes
Voice	verbal_expression	Yes
System	instrumentation	Yes
Voice	give_tongue_to	No
Threat	Event Frequency	No
Deflection	aberrance	No
Voice	sound_out	No
Heap	accumulation	Yes
Deflection	deviance	Yes
Firewall	wall	Yes
Host	organization	No
Host	recipient	No
OS	element	No
Heap	machine	Yes
Site	computer	Yes
Site	send	No
Switch	railroad_track	No
Model	re-create	No
Heap	car	No
Heat	supply	No
Process	handle	No
Process	deliver	No
Voice	advocate	No
Heat	enkindle	No
Switch	trounce	No
Trust	friendship	No
Server	computer	Yes
Trust	belongings	No
Tablet	slab	No
Heat	race	No
Sender	communicator	Yes
Network	material	No
Countermeasure	measure	Yes
Heat	emotionality	No
Steganography	writing	Yes
Host	army	No
Printer	peripheral_device	Yes
Password	secret	Yes
Host	computing_device	Yes
Computer	expert	No
Standard	cubage_unit	No
Threat	person	No
Site	computing_device	Yes
System	instrumentality	Yes
Model	shape	No
Process	transubstantiate	No
Process	challenge	No
Host	breadstuff	No
Model	theory	No
Voice	melodic_line	No
Cookie	cook	No
Standard	cubature_unit	No
OS	opening	No
Model	copy	No
Tablet	dosage	No
Model	leader	No
Voice	way	No
Trust	consortium	Yes
Cryptography	committal_to_writing	No
Host	electronic_computer	Yes
Detection	discovery	Yes
Server	computing_machine	Yes
Printer	machine	Yes
Trust	trait	No
Host	entertainer	No
Threat	declaration	No
Model	work	No
Voice	vocaliser	No
Trust	wish	No
Host	patron	No
Heat	raise	No
Heat	physiological_state	Yes
Switch	postiche	No
Switch	lash	No
Host	organism	No
Host	adult	No
OS	letter_of_the_alphabet	No
Switch	whip	No
Voice	strain	No
Model	possibility	No
Model	variety	No
Model	mold	No
Heap	automobile	No
Server	electronic_computer	Yes
Steganography	committal_to_writing	Yes
Switch	basketball_play	No
Heat	furnish	No
Heat	physical_condition	Yes
Standard	value	No
Switch	controller	Yes
Site	post	No
Countermeasure	step	Yes
Heat	provoke	No
Cryptography	scientific_discipline	Yes
Printer	skilled_worker	No
Process	manage	No
Standard	ideal	No
System	plan_of_action	Yes
Trust	permit	No
Prevention	hindrance	No
Model	exhibit	No
Cryptography	science	Yes
Standard	cubic_measure	No
Switch	interchange	No
Network	scheme	No
Process	compute	No
Standard	system_of_measurement	No
Site	computing_machine	Yes
Model	kind	No
Switch	flog	No
Heat	evoke	No
OS	alphabetic_character	No
Voice	vocalizer	No
Heat	energy	No
Heap	large_indefinite_amount	No
Site	position	No
Server	utensil	No
Heat	utility	No
OS	package	Yes
Process	bear_upon	No
Switch	mesh	No
Trust	pool	No
OS	porta	No
Voice	means	No
Masquerading	CONFIG_IP_NF_FTP	Yes
Switch	false_hair	No
Model	forge	No
Trust	let	No
Trust	turn_over	No
Heap	dysphemism	No
Site	electronic_computer	Yes
OS	eye	No
Model	imitate	No
Host	data_processor	Yes
Model	mould	No
Process	bear_on	No
Voice	verbalize	No
Process	activity	Yes
Host	throng	No
Network	fabric	No
Process	calculate	No
Iris	membrane	No
Firewall	thrust	No
Prevention	hinderance	No
OS	computer_software	Yes
Heap	collection	Yes
OS	software_package	Yes
Site	data_processor	Yes
Network	communication_equipment	Yes
Printer	printing_machine	Yes
Heat	alter	No
Standard	displacement_unit	No
Iris	stop	No
Process	judicial_writ	No
Deflection	aberrancy	No
Standard	metric	No
Process	transmute	No
Detection	find	Yes
Voice	verbalise	No
Site	tract	No
Server	computing_device	Yes
Voice	vocalist	No
Tablet	cake	No
Switch	operate	No
Switch	lock	Yes
Voice	say	No
System	live_body	No
Masquerading	disguise	Yes
OS	blood_type	No
Process	touch_on	No
Process	affect	No
Firewall	driving_force	No
Voice	enunciate	No
Standard	flag	Yes
Asset	quality	No
Sender	set	No
Process	walk	No
Heat	physiological_condition	Yes
Heat	fire	No
Deflection	bending	No
Switch	alter	No
Heat	turn	No
Trust	belief	No
Model	sort	No
Cookie	cake	No
Switch	fluctuation	No
Switch	hairpiece	No
Heap	give	No
Checklist	listing	No
Standard	volume_unit	No
Process	care	No
Standard	capacity_measure	No
Standard	cubic_content_unit	No
Model	mental_representation	Yes
Detection	perception	Yes
Voice	air	No
Switch	engage	No
Process	figure	No
Voice	physical_ability	No
Trust	syndicate	Yes
Detection	police_investigation	No
OS	oculus	No
Process	impact	No
Masquerading	impersonate	No
Tablet	paper	No
Model	representation	Yes
Threat	soul	No
Server	participant	No
Iris	diaphragm	No
Trust	certainty	No
Process	transform	No
Printer	trained_worker	No
Tablet	dose	No
Switch	railway	No
Printer	skilled_workman	No
Server	player	No
Host	grownup	No
Standard	post	No
Heat	provide	No
Voice	melodic_phrase	No
OS	software_program	Yes
Intranet	corporate culture platform	Yes
Server	information_processing_system	Yes
Heat	free_energy	No
System	grouping	No
Host	concourse	No
Voice	enounce	No
Trust	holding	No
Network	intercommunicate	No
Correctness	quality	Yes
Firewall	drive	No
Deflection	physical_property	No
Threat	mortal	No
Switch	instrument_of_punishment	No
Host	multitude	No
Heap	make_full	No
Site	parcel_of_land	No
Process	cypher	Yes
Intranet	computer_network	Yes
Switch	variation	No
Voice	utter	No
Trust	anticipate	No
Cryptography	writing	No
Trust	give	No
Deflection	aberration	No
Detection	uncovering	No
Switch	exchange	No
Deflection	turning	No
Host	organisation	No
Process	work_out	No
Deflection	motion	No
Server	dining-room_attendant	No
Trust	loan	No
Heat	modify	No
OS	blood_group	No
Cookie	textual_matter	No
Printer	computer_peripheral	Yes
Threat	someone	No
Spoofing	mock	Yes
Trust	allow	No
Switch	lather	No
Detection	police_work	No
Password	positive_identification	Yes
Process	cipher	Yes
Trust	countenance	No
Firewall	security_system	Yes
Site	piece_of_land	No
Model	hypothesis	No
Heat	change	No
Cookie	text	No
Model	help	No
Site	parcel	No
Trust	pass	No
Switch	railroad	No
Process	touch	No
Voice	sound	Yes
Site	place	No
Switch	turn	No
Network	system	Yes
Model	assistant	No
Host	entertain	No
Deflection	bend	No
OS	letter	No
Heap	auto	No
Heat	temperature	No
Host	bread	No
Voice	express	No
System	group	Yes
Switch	change_by_reversal	No
Deflection	turn	No
Model	supporter	No
Printer	peripheral	No
Switch	reverse	No
Heap	fill	No
OS	software	No
System	method	Yes
Model	helper	No
Switch	change	No
Model	form	No
Model	represent	No
Checklist	list	No
Switch	control	Yes
Model	display	No
OS	metal	No
